Time,WS,v_europeo_ifs,v_gfs,v_meteoblue,WD,d_europeo_ifs,d_gfs,d_meteoblue
2025-01-01 00:00:00,2.075,1.97,1.9,2.3086793,157.4,171,180,175.03026
2025-01-01 01:00:00,1.022,1.5,1.9,2.1213202,127.7,150,177,171.8699
2025-01-01 02:00:00,0.482,1.37,1.84,1.8248286,58.76,156,167,170.53767
2025-01-01 03:00:00,0.555,1.08,1.63,1.3000001,51.59,146,169,157.38013
2025-01-01 04:00:00,0.094,0.87,0.82,0.84852815,86.6,114,194,135.0
2025-01-01 05:00:00,0.261,1.02,0.41,0.4,47.02,79,166,89.99999
2025-01-01 06:00:00,0.486,1.15,0.32,0.6708204,111.1,56,72,26.565033
2025-01-01 07:00:00,0.823,0.74,0.7,1.3152945,7.721,62,360,8.74614
2025-01-01 08:00:00,2.203,1.09,0.91,1.3416408,320.6,74,354,333.43497
2025-01-01 09:00:00,3.65,1.06,1.6,2.4166093,329.0,45,356,294.44397
2025-01-01 10:00:00,4.118,1.46,2.47,3.4481878,330.1,22,346,286.8584
2025-01-01 11:00:00,3.087,2.06,3.69,4.016217,308.4,346,319,288.88608
2025-01-01 12:00:00,2.953,2.82,4.6,4.110961,302.0,333,312,288.43494
2025-01-01 13:00:00,2.766,3.16,5.12,4.148494,300.5,325,309,285.37625
2025-01-01 14:00:00,2.841,3.23,5.81,4.1303754,305.9,319,312,276.95297
2025-01-01 15:00:00,2.905,3.34,5.33,4.00125,307.3,310,310,268.5679
2025-01-01 16:00:00,2.664,3.13,5.36,4.0792155,303.4,304,307,258.69006
2025-01-01 17:00:00,2.955,2.69,4.56,4.0718546,320.1,292,308,245.32315
2025-01-01 18:00:00,2.488,2.53,4.06,3.6400552,321.6,279,308,232.8153
2025-01-01 19:00:00,2.261,2.21,2.83,2.9832866,325.6,264,302,219.55966
2025-01-01 20:00:00,1.78,1.86,2.12,2.2825425,299.1,234,289,208.81079
2025-01-01 21:00:00,1.007,1.74,2.1,1.9026297,0.213,192,295,183.01279
2025-01-01 22:00:00,0.263,1.43,0.45,1.9416487,82.8,205,243,168.11134
2025-01-01 23:00:00,0.625,1.55,0.67,1.8439089,111.8,165,153,167.47119
2025-01-02 00:00:00,0.994,1.34,1.12,1.811077,110.9,135,153,173.6598
2025-01-02 01:00:00,0.326,0.96,1.3,1.6124516,104.1,137,148,172.87498
2025-01-02 02:00:00,1.034,0.82,0.92,1.5524175,128.8,142,193,165.06857
2025-01-02 03:00:00,1.15,0.89,1.32,1.2083046,113.0,164,189,155.55605
2025-01-02 04:00:00,0.528,0.96,1.52,0.64031243,115.4,171,157,128.6598
2025-01-02 05:00:00,0.554,1.09,0.91,0.5,108.7,164,174,53.130096
2025-01-02 06:00:00,0.524,1.06,0.82,1.0049876,8.94,135,166,5.7105865
2025-01-02 07:00:00,0.521,1.15,0.64,1.7117243,16.96,108,141,353.29016
2025-01-02 08:00:00,0.915,1.49,0.63,1.56205,301.8,50,18,320.19443
2025-01-02 09:00:00,2.069,1.62,1.39,3.1064448,264.1,9,339,303.17853
2025-01-02 10:00:00,0.0,1.93,2.75,4.0706263,0.0,350,327,297.8241
2025-01-02 11:00:00,0.013,2.5,3.82,4.3416586,336.8,334,317,298.92645
2025-01-02 12:00:00,3.034,2.77,4.74,4.304649,317.4,332,314,300.73547
2025-01-02 13:00:00,2.811,2.89,5.17,3.847077,302.7,323,313,297.89728
2025-01-02 14:00:00,2.943,3.11,5.74,3.51141,311.9,315,311,289.98312
2025-01-02 15:00:00,2.707,3.08,5.75,3.4234486,322.0,306,310,276.70984
2025-01-02 16:00:00,2.713,3.15,5.44,3.522783,308.9,295,306,263.4802
2025-01-02 17:00:00,2.296,3.2,4.44,3.4785054,328.6,284,306,251.56506
2025-01-02 18:00:00,2.013,2.86,3.55,3.324154,313.7,274,302,248.83875
2025-01-02 19:00:00,1.384,2.46,2.69,2.6925824,328.4,275,292,248.1986
2025-01-02 20:00:00,1.721,1.75,1.9,1.8384776,326.1,283,267,247.61987
2025-01-02 21:00:00,1.919,1.11,1.65,0.92195445,298.2,288,284,220.6013
2025-01-02 22:00:00,0.39,0.46,0.54,0.70710677,77.35,319,248,171.8699
2025-01-02 23:00:00,0.254,0.55,0.81,0.8062258,90.2,265,150,150.25511
2025-01-03 00:00:00,0.358,0.54,0.95,0.64031243,114.4,158,162,128.6598
2025-01-03 01:00:00,0.503,0.72,0.7,0.22360681,107.0,115,180,116.56505
2025-01-03 02:00:00,0.256,0.71,0.32,0.3,84.7,98,198,360.0
2025-01-03 03:00:00,0.482,0.73,0.41,1.118034,111.5,74,256,349.69516
2025-01-03 04:00:00,0.302,0.49,0.22,1.7262677,84.6,66,297,349.992
2025-01-03 05:00:00,0.154,0.89,0.45,1.9416487,40.49,38,27,348.11133
2025-01-03 06:00:00,2.41,1.3,1.08,2.1377556,349.6,32,22,349.2157
2025-01-03 07:00:00,1.693,1.36,1.14,2.4186773,334.5,36,15,352.875
2025-01-03 08:00:00,2.179,1.71,1.3,1.9646883,330.6,32,356,345.25644
2025-01-03 09:00:00,2.641,2.09,1.39,2.7294688,336.2,21,339,331.55707
2025-01-03 10:00:00,2.428,1.85,2.79,3.4999998,336.1,341,339,323.13013
2025-01-03 11:00:00,1.84,2.25,4.64,4.0360875,333.2,343,323,318.0128
2025-01-03 12:00:00,2.357,2.99,5.45,4.031129,315.3,350,316,313.99493
2025-01-03 13:00:00,2.524,3.53,5.59,3.764306,319.6,342,313,309.61072
2025-01-03 14:00:00,2.528,3.61,6.22,3.720215,317.9,329,315,306.25385
2025-01-03 15:00:00,2.498,3.56,5.8,3.4985712,304.8,326,316,300.96375
2025-01-03 16:00:00,2.458,3.13,5.3,3.3120992,322.1,326,314,298.8866
2025-01-03 17:00:00,2.666,2.91,4.5,2.9732137,326.9,325,307,289.6538
2025-01-03 18:00:00,2.283,2.72,3.69,2.570992,333.1,324,311,283.49573
2025-01-03 19:00:00,1.906,2.24,4.02,2.0099752,316.5,321,305,275.7106
2025-01-03 20:00:00,1.125,1.63,2.56,1.7,291.3,337,309,270.0
2025-01-03 21:00:00,0.816,1.35,2.24,1.2369317,338.9,329,297,255.96376
2025-01-03 22:00:00,0.218,1.21,1.02,0.9433981,62.56,322,281,237.99463
2025-01-03 23:00:00,0.064,0.97,0.58,0.86023253,69.45,325,211,234.46233
2025-01-04 00:00:00,0.357,0.73,0.45,0.89442724,45.09,344,117,243.43495
2025-01-04 01:00:00,0.0,0.21,0.32,1.104536,0.0,346,18,264.80557
2025-01-04 02:00:00,0.454,0.57,0.86,1.2529964,129.2,315,306,298.61047
2025-01-04 03:00:00,0.257,0.81,1.36,1.3416408,160.6,330,324,333.43497
2025-01-04 04:00:00,0.512,0.8,1.41,1.2041595,26.13,4,352,355.23636
2025-01-04 05:00:00,0.647,0.86,0.81,1.118034,41.66,36,30,10.30484
2025-01-04 06:00:00,0.834,0.89,0.41,1.118034,8.39,63,76,26.565033
2025-01-04 07:00:00,1.465,0.9,0.22,1.2083046,350.6,71,27,24.443954
2025-01-04 08:00:00,1.693,1.4,0.51,2.3,348.5,35,11,360.0
2025-01-04 09:00:00,1.228,1.87,0.99,2.505993,312.1,8,315,331.38956
2025-01-04 10:00:00,1.504,1.53,1.86,2.9410884,303.8,341,324,305.31122
2025-01-04 11:00:00,2.331,1.86,2.83,3.5341196,314.7,346,302,295.11484
2025-01-04 12:00:00,2.223,2.44,4.27,3.9217343,291.6,329,303,289.359
2025-01-04 13:00:00,2.246,3.08,4.83,4.1,293.4,316,304,282.6804
2025-01-04 14:00:00,2.736,3.33,5.44,4.1303754,313.1,313,306,276.95297
2025-01-04 15:00:00,2.623,3.61,5.74,4.4045434,301.4,307,305,272.60257
2025-01-04 16:00:00,2.759,3.41,4.74,4.4011364,314.7,302,305,271.30197
2025-01-04 17:00:00,2.433,3.09,4.85,4.00125,313.7,295,302,268.5679
2025-01-04 18:00:00,2.291,2.6,3.67,3.622154,321.5,281,299,263.65982
2025-01-04 19:00:00,2.857,2.06,3.35,2.9832869,321.2,276,297,256.42957
2025-01-04 20:00:00,1.228,1.61,2.0,2.1377556,25.41,263,307,259.2157
2025-01-04 21:00:00,1.07,1.1,2.36,1.7117243,15.96,223,306,263.29016
2025-01-04 22:00:00,0.33,1.17,0.99,1.6124516,75.59,200,315,262.875
2025-01-04 23:00:00,0.209,1.03,0.85,1.3152945,139.3,141,339,261.25385
2025-01-05 00:00:00,0.017,0.98,0.58,0.41231057,143.5,114,59,255.96376
2025-01-05 01:00:00,0.121,0.68,0.63,0.3,29.31,107,72,270.0
2025-01-05 02:00:00,0.592,0.4,0.22,0.60827625,119.7,240,117,279.46234
2025-01-05 03:00:00,0.858,0.89,0.32,0.86023253,315.2,128,108,324.46234
2025-01-05 04:00:00,0.062,0.82,0.5,1.4142135,101.0,76,270,351.8699
2025-01-05 05:00:00,0.152,1.07,0.14,1.5297059,46.17,28,135,348.69006
2025-01-05 06:00:00,0.365,1.25,0.86,0.82462114,115.6,37,36,345.96375
2025-01-05 07:00:00,0.183,1.22,2.48,0.2,70.42,55,320,360.0
2025-01-05 08:00:00,1.31,1.08,2.36,1.2806249,313.1,34,324,321.3402
2025-01-05 09:00:00,1.266,1.17,1.84,1.8357561,275.9,10,41,299.35776
2025-01-05 10:00:00,2.393,1.26,2.69,2.0615528,322.0,18,329,292.83368
2025-01-05 11:00:00,2.739,1.24,0.5,3.0805843,296.3,14,37,283.13403
2025-01-05 12:00:00,2.812,1.5,2.44,3.9204593,295.7,339,305,275.85602
2025-01-05 13:00:00,2.492,1.6,2.7,4.304649,314.0,309,309,272.66302
2025-01-05 14:00:00,2.62,2.13,5.48,4.6,296.8,311,308,270.0
2025-01-05 15:00:00,3.133,3.29,4.14,4.509989,295.0,303,307,266.1859
2025-01-05 16:00:00,2.743,3.72,5.45,4.204759,316.8,294,314,267.27368
2025-01-05 17:00:00,3.206,3.24,5.88,3.901282,318.4,279,305,268.5312
2025-01-05 18:00:00,2.684,2.62,3.96,3.3015149,334.4,278,317,271.73572
2025-01-05 19:00:00,1.96,2.26,4.04,2.7018514,353.6,276,312,272.1211
2025-01-05 20:00:00,1.085,1.6,2.55,1.8,17.54,290,312,270.0
2025-01-05 21:00:00,1.498,1.12,2.51,1.3038404,348.3,297,299,265.6013
2025-01-05 22:00:00,1.32,0.68,0.4,0.70710677,25.83,324,270,261.8699
2025-01-05 23:00:00,1.478,0.43,0.22,0.50990194,3.086,339,297,258.69006
2025-01-06 00:00:00,2.685,0.8,0.28,0.50990194,342.3,360,315,258.69006
2025-01-06 01:00:00,1.659,1.01,0.2,0.6708204,325.5,9,360,243.43495
2025-01-06 02:00:00,1.938,0.57,1.36,0.6324555,333.2,38,306,251.56506
2025-01-06 03:00:00,1.866,0.5,1.04,0.64031243,335.3,53,343,308.65982
2025-01-06 04:00:00,1.622,0.25,1.2,1.0816654,344.9,79,355,326.30994
2025-01-06 05:00:00,1.353,0.25,0.98,1.2206556,344.6,37,336,325.008
2025-01-06 06:00:00,1.427,0.6,1.2,1.1661904,341.3,355,318,329.03625
2025-01-06 07:00:00,1.8,0.8,0.94,1.118034,348.6,4,328,333.43497
2025-01-06 08:00:00,1.478,1.45,0.91,1.4142135,345.2,358,354,351.8699
2025-01-06 09:00:00,2.016,1.83,1.44,2.4413111,343.1,349,326,325.008
2025-01-06 10:00:00,1.819,2.27,2.34,3.3286633,309.3,338,310,302.73523
2025-01-06 11:00:00,2.232,2.26,3.14,4.049691,326.3,332,307,290.22485
2025-01-06 12:00:00,2.49,2.28,4.88,4.2059484,322.9,331,305,288.00415
2025-01-06 13:00:00,2.574,2.43,5.82,4.648656,311.1,328,305,288.8247
2025-01-06 14:00:00,3.082,2.98,5.76,4.8270073,315.1,319,309,283.17255
2025-01-06 15:00:00,2.958,3.63,5.36,4.4553337,314.4,304,307,279.0395
2025-01-06 16:00:00,3.056,3.6,4.96,4.119466,316.9,294,304,275.5722
2025-01-06 17:00:00,2.253,3.43,5.27,3.8118236,297.6,289,303,274.51398
2025-01-06 18:00:00,3.004,3.13,4.12,3.306055,308.9,283,299,273.46823
2025-01-06 19:00:00,2.6,3.12,3.77,2.7073975,299.6,276,292,274.2364
2025-01-06 20:00:00,1.999,2.71,4.05,1.9235383,320.5,266,286,278.97263
2025-01-06 21:00:00,1.641,1.98,1.63,1.5,313.7,254,281,270.0
2025-01-06 22:00:00,1.34,1.5,1.08,1.2165525,291.9,266,292,260.5377
2025-01-06 23:00:00,1.495,1.37,0.73,0.9055385,300.2,260,254,263.65982
2025-01-07 00:00:00,1.753,1.25,0.64,0.9,298.1,254,219,270.0
2025-01-07 01:00:00,1.985,1.01,0.73,1.0049876,302.3,243,254,275.7106
2025-01-07 02:00:00,1.514,0.76,0.36,1.0049876,295.4,259,124,275.7106
2025-01-07 03:00:00,1.11,1.01,0.71,0.7615773,4.089,261,45,293.1986
2025-01-07 04:00:00,0.675,1.0,0.7,0.781025,9.39,273,360,309.80557
2025-01-07 05:00:00,1.913,0.94,0.73,0.92195445,349.7,302,344,319.3987
2025-01-07 06:00:00,1.401,1.17,0.58,1.0,351.7,329,31,323.13013
2025-01-07 07:00:00,1.308,1.52,1.08,1.1401755,350.1,319,326,322.12503
2025-01-07 08:00:00,1.533,1.59,1.12,1.5652475,311.6,314,333,296.56506
2025-01-07 09:00:00,1.471,2.17,1.58,2.158703,322.8,331,325,283.39252
2025-01-07 10:00:00,1.077,2.48,2.22,2.1377556,318.3,318,324,280.7843
2025-01-07 11:00:00,1.22,1.7,2.83,2.3086793,299.3,313,328,287.65012
2025-01-07 12:00:00,1.582,1.84,3.22,2.6925821,292.9,338,330,285.06848
2025-01-07 13:00:00,1.821,2.28,4.69,3.2280025,297.7,345,320,286.1892
2025-01-07 14:00:00,1.738,2.93,5.32,3.640055,310.9,323,311,285.9454
2025-01-07 15:00:00,2.175,2.9,5.45,4.002499,298.7,318,313,282.99463
2025-01-07 16:00:00,2.703,3.64,5.48,4.110961,297.1,297,308,274.1849
2025-01-07 17:00:00,2.665,3.97,4.53,4.031129,298.4,265,301,262.875
2025-01-07 18:00:00,2.451,3.42,3.67,3.8327537,305.9,241,287,254.87599
2025-01-07 19:00:00,1.856,3.19,3.21,3.2280025,299.3,229,265,253.81079
2025-01-07 20:00:00,1.275,3.12,2.48,2.404163,294.3,212,227,253.07248
2025-01-07 21:00:00,0.449,2.69,1.66,2.059126,101.0,202,205,240.9454
2025-01-07 22:00:00,0.985,2.45,1.22,1.4866068,148.7,200,189,227.72632
2025-01-07 23:00:00,0.005,2.29,1.61,1.029563,115.7,191,173,209.05461
2025-01-08 00:00:00,0.808,2.45,1.6,0.60827625,132.6,178,180,189.46233
2025-01-08 01:00:00,0.963,2.43,1.51,0.6,155.4,171,188,180.0
2025-01-08 02:00:00,1.072,2.3,1.75,0.6324555,146.4,178,167,161.56505
2025-01-08 03:00:00,1.43,1.75,1.68,0.5,154.5,180,163,143.1301
2025-01-08 04:00:00,0.993,1.68,1.48,0.22360681,143.9,170,152,153.43495
2025-01-08 05:00:00,0.825,1.39,1.53,0.22360681,143.8,159,148,206.56505
2025-01-08 06:00:00,1.363,0.89,1.14,0.28284273,179.6,164,165,225.0
2025-01-08 07:00:00,0.35,0.82,0.9,0.3,217.6,166,180,270.0
2025-01-08 08:00:00,0.829,0.85,0.32,0.92195445,297.3,152,198,229.39871
2025-01-08 09:00:00,1.716,0.36,0.72,1.8,328.6,236,304,270.0
2025-01-08 10:00:00,2.146,0.52,1.56,2.8,324.4,253,320,270.0
2025-01-08 11:00:00,2.369,0.54,2.34,3.7121422,304.3,338,320,265.36453
2025-01-08 12:00:00,2.817,1.67,3.19,4.1,298.9,321,319,257.31964
2025-01-08 13:00:00,3.245,2.61,4.24,4.753946,285.2,302,313,247.75098
2025-01-08 14:00:00,3.177,3.1,4.92,5.420332,287.1,280,308,232.49585
2025-01-08 15:00:00,2.984,3.55,3.71,6.0307546,301.8,248,297,220.29214
2025-01-08 16:00:00,3.367,4.28,2.51,6.268173,285.9,225,265,213.94359
2025-01-08 17:00:00,3.5,5.01,3.14,6.0373836,305.4,212,217,206.56505
2025-01-08 18:00:00,3.094,5.05,4.92,5.8523498,282.6,201,193,199.98311
2025-01-08 19:00:00,1.646,5.02,6.18,5.3851643,217.8,200,189,195.0685
2025-01-08 20:00:00,1.503,4.63,6.44,4.3737855,175.0,194,206,190.53918
2025-01-08 21:00:00,1.413,3.59,4.61,3.6124783,170.7,189,207,184.76364
2025-01-08 22:00:00,1.119,2.75,2.34,2.8,163.8,177,200,180.0
2025-01-08 23:00:00,1.962,2.34,1.8,2.2203605,177.4,169,183,172.23483
2025-01-09 00:00:00,1.25,2.35,1.9,2.0396078,140.3,181,177,168.69006
2025-01-09 01:00:00,0.454,2.0,2.02,1.8439089,132.2,180,171,167.47119
2025-01-09 02:00:00,0.662,1.27,2.04,1.4866068,143.6,169,169,160.34618
2025-01-09 03:00:00,0.556,1.18,2.02,1.0816654,126.9,144,171,146.30994
2025-01-09 04:00:00,0.489,1.04,1.8,0.781025,122.1,145,161,129.80557
2025-01-09 05:00:00,0.785,1.1,1.46,0.60827625,124.4,137,164,99.46232
2025-01-09 06:00:00,0.652,0.81,1.25,0.50990194,117.8,133,151,78.69006
2025-01-09 07:00:00,0.577,0.71,1.08,0.31622776,136.9,141,158,18.434952
2025-01-09 08:00:00,1.448,0.89,0.99,1.0816654,319.1,74,135,326.30994
2025-01-09 09:00:00,2.308,1.0,0.45,2.1931713,327.1,360,27,294.22775
2025-01-09 10:00:00,2.813,1.83,1.55,3.214032,331.7,334,285,275.35583
2025-01-09 11:00:00,2.551,2.09,2.01,3.9,318.6,318,276,270.0
2025-01-09 12:00:00,3.025,2.5,3.0,4.119466,314.2,296,270,264.4278
2025-01-09 13:00:00,3.32,2.86,3.82,4.317406,319.5,275,264,256.6075
2025-01-09 14:00:00,3.791,3.07,4.24,4.3462625,324.2,248,262,246.97452
2025-01-09 15:00:00,4.891,4.14,3.71,4.560702,349.9,225,273,232.12502
2025-01-09 16:00:00,3.847,5.06,3.26,4.750789,0.805,208,252,220.73212
2025-01-09 17:00:00,3.279,5.58,3.32,4.8877397,352.8,200,226,210.76273
2025-01-09 18:00:00,3.82,5.71,4.62,4.88467,342.7,199,202,202.89055
2025-01-09 19:00:00,1.93,5.69,5.2,4.6572523,337.1,197,191,194.93143
2025-01-09 20:00:00,2.28,5.3,5.32,3.765634,359.6,191,192,190.71312
2025-01-09 21:00:00,0.671,4.35,2.51,2.9068885,57.57,182,209,183.94519
2025-01-09 22:00:00,0.906,3.01,1.93,2.2022717,122.5,174,201,177.39743
2025-01-09 23:00:00,0.514,2.45,2.12,1.9235383,350.5,163,172,171.02737
2025-01-10 00:00:00,0.868,1.96,2.09,1.6763055,99.5,161,163,162.64597
2025-01-10 01:00:00,0.227,1.52,1.92,1.5524175,107.6,163,171,165.06857
2025-01-10 02:00:00,0.115,1.6,1.3,1.431782,68.13,141,148,155.22485
2025-01-10 03:00:00,0.0,1.03,0.81,1.3601471,0.0,141,173,143.97263
2025-01-10 04:00:00,0.0,0.9,1.02,1.2806249,0.0,146,169,141.34018
2025-01-10 05:00:00,0.593,0.96,0.92,1.1401755,115.1,137,139,142.12502
2025-01-10 06:00:00,0.197,0.9,0.99,0.92195445,20.96,124,135,139.3987
2025-01-10 07:00:00,0.223,0.56,0.51,0.5,147.2,117,101,126.869896
2025-01-10 08:00:00,1.381,0.78,0.72,0.6324555,313.4,63,326,288.43497
2025-01-10 09:00:00,1.739,1.1,1.44,1.9235383,322.8,360,326,278.97263
2025-01-10 10:00:00,1.894,1.92,2.33,3.324154,279.8,335,313,276.91122
2025-01-10 11:00:00,2.186,2.17,2.66,4.2107005,283.9,322,304,274.08563
2025-01-10 12:00:00,2.709,2.44,3.0,4.4102154,297.8,316,296,273.9005
2025-01-10 13:00:00,3.46,3.03,5.15,4.6010866,287.4,301,288,271.24536
2025-01-10 14:00:00,4.161,3.2,4.87,4.7265205,303.8,290,289,263.92755
2025-01-10 15:00:00,4.139,3.26,4.0,4.838388,336.6,275,283,251.93953
2025-01-10 16:00:00,4.519,3.59,3.6,4.2190046,351.6,254,268,238.57043
2025-01-10 17:00:00,3.598,3.83,3.54,3.679674,4.214,229,225,227.2026
2025-01-10 18:00:00,3.285,3.81,4.25,3.6878178,357.0,210,207,220.6013
2025-01-10 19:00:00,2.774,3.53,5.12,3.6674242,338.5,201,184,205.86636
2025-01-10 20:00:00,0.72,3.39,5.3,2.657066,100.2,188,191,199.79887
2025-01-10 21:00:00,1.171,2.6,1.57,2.1213202,355.2,178,207,188.1301
2025-01-10 22:00:00,0.462,2.17,1.14,1.9,41.2,203,218,180.0
2025-01-10 23:00:00,0.395,2.15,1.43,1.8248286,77.38,180,205,170.53767
2025-01-11 00:00:00,0.495,1.77,1.65,1.868154,40.99,164,166,164.47589
2025-01-11 01:00:00,0.217,1.21,2.09,1.8027756,79.84,156,163,160.55997
2025-01-11 02:00:00,0.169,1.24,1.75,1.8973665,131.1,133,167,161.56505
2025-01-11 03:00:00,0.746,1.03,1.2,1.8973665,122.4,129,175,161.56505
2025-01-11 04:00:00,1.884,0.81,1.17,1.8027756,142.8,137,160,146.30994
2025-01-11 05:00:00,0.463,1.28,1.48,1.6278821,113.4,129,118,137.48955
2025-01-11 06:00:00,0.019,0.82,0.57,1.3601471,130.2,142,135,143.97263
2025-01-11 07:00:00,0.841,1.2,0.82,0.781025,117.7,163,166,129.80557
2025-01-11 08:00:00,0.837,1.17,1.17,0.31622776,334.6,137,149,251.56506
2025-01-11 09:00:00,2.758,0.4,0.14,1.8027756,331.6,353,135,266.8202
2025-01-11 10:00:00,2.605,0.67,1.93,2.7073975,313.9,312,291,265.7636
2025-01-11 11:00:00,3.294,1.35,2.53,3.5128336,336.0,268,279,265.10092
2025-01-11 12:00:00,3.532,1.81,3.82,3.9319208,337.6,228,276,262.69424
2025-01-11 13:00:00,4.161,2.34,4.33,4.2296567,355.3,214,289,263.21103
2025-01-11 14:00:00,4.792,2.62,4.46,4.3737855,349.4,227,290,259.46082
2025-01-11 15:00:00,5.162,3.83,4.35,4.3011627,347.3,229,293,252.40758
2025-01-11 16:00:00,4.43,4.38,4.49,3.7161808,339.6,218,291,246.19406
2025-01-11 17:00:00,3.52,4.54,4.43,3.522783,338.8,205,298,235.40771
2025-01-11 18:00:00,3.235,4.07,3.49,3.623534,333.7,196,294,219.40067
2025-01-11 19:00:00,2.388,2.89,2.69,3.3615472,327.8,189,301,202.75098
2025-01-11 20:00:00,2.134,1.66,1.2,2.0248456,354.7,187,275,200.22485
2025-01-11 21:00:00,1.08,1.88,1.34,0.9055385,21.34,169,297,186.3402
2025-01-11 22:00:00,0.054,1.39,0.86,0.6,106.8,210,306,180.0
2025-01-11 23:00:00,0.53,1.41,0.86,0.7,58.81,186,234,180.0
2025-01-12 00:00:00,0.249,1.1,0.71,0.72801095,108.4,180,225,164.0546
2025-01-12 01:00:00,0.324,0.5,0.63,0.6324555,122.5,186,162,161.56505
2025-01-12 02:00:00,0.483,0.68,1.41,0.3,123.4,197,172,180.0
2025-01-12 03:00:00,0.396,0.4,0.45,0.36055514,100.0,120,207,303.69006
2025-01-12 04:00:00,0.278,0.3,0.22,0.89442724,105.5,90,27,333.43497
2025-01-12 05:00:00,1.254,0.43,0.94,1.3000001,25.17,69,32,337.38013
2025-01-12 06:00:00,2.278,1.0,1.33,1.6155494,352.3,53,347,338.1986
2025-01-12 07:00:00,0.899,1.55,1.3,2.184033,1.303,33,337,344.0546
2025-01-12 08:00:00,1.506,2.25,1.48,2.280351,3.096,17,332,322.12503
2025-01-12 09:00:00,2.832,2.1,1.91,3.0528674,337.8,3,317,328.39252
2025-01-12 10:00:00,2.914,2.89,3.2,3.7696154,341.8,346,321,338.1986
2025-01-12 11:00:00,3.404,4.06,3.97,4.4777226,332.5,346,319,336.29736
2025-01-12 12:00:00,2.778,4.36,4.92,4.7853947,332.9,342,322,333.9704
2025-01-12 13:00:00,3.241,4.18,5.59,4.7010636,329.6,339,317,330.70865
2025-01-12 14:00:00,2.731,3.87,5.8,4.360046,323.9,336,315,323.39294
2025-01-12 15:00:00,1.64,3.65,6.22,3.8013155,309.9,337,315,305.3625
2025-01-12 16:00:00,1.772,3.39,5.94,3.5735137,297.3,329,315,287.92792
2025-01-12 17:00:00,1.662,3.41,5.06,3.1016126,312.3,321,308,271.84763
2025-01-12 18:00:00,1.82,3.08,4.19,2.9017239,305.2,316,310,268.0251
2025-01-12 19:00:00,1.796,2.36,2.98,2.9274564,340.1,306,310,262.14667
2025-01-12 20:00:00,1.573,1.82,2.82,2.280351,359.2,291,297,254.74487
2025-01-12 21:00:00,0.544,1.21,2.18,1.746425,75.46,263,286,246.37064
2025-01-12 22:00:00,0.113,1.45,1.25,1.3000001,70.26,266,241,247.38014
2025-01-12 23:00:00,0.5,1.37,0.58,1.3928387,91.8,237,239,248.9625
2025-01-13 00:00:00,0.704,1.22,0.72,1.360147,131.6,215,236,252.89728
2025-01-13 01:00:00,0.01,0.61,1.39,0.9055385,96.4,145,201,263.65982
2025-01-13 02:00:00,0.029,0.57,1.2,0.56568545,63.79,135,175,315.0
2025-01-13 03:00:00,0.652,0.72,0.36,1.0198039,15.67,155,146,348.69006
2025-01-13 04:00:00,0.632,0.84,0.85,1.3152945,8.23,107,69,351.25385
2025-01-13 05:00:00,0.177,0.52,1.12,1.4142135,26.2,107,10,351.8699
2025-01-13 06:00:00,1.042,0.57,1.6,1.3038404,327.9,75,356,355.60132
2025-01-13 07:00:00,1.34,1.15,1.4,1.118034,333.8,34,4,349.69516
2025-01-13 08:00:00,0.923,1.39,1.71,1.56205,290.0,15,7,309.80557
2025-01-13 09:00:00,1.101,1.52,1.68,1.8384776,290.6,23,343,292.38013
2025-01-13 10:00:00,1.011,1.25,2.06,2.3086793,289.6,323,309,287.65012
2025-01-13 11:00:00,1.313,1.28,3.08,2.9732137,286.8,21,324,289.6538
2025-01-13 12:00:00,2.069,1.71,3.83,3.544009,284.8,345,319,286.38956
2025-01-13 13:00:00,2.401,2.79,4.53,4.3416586,306.0,314,311,284.6764
2025-01-13 14:00:00,2.634,3.31,5.74,4.669047,287.2,299,311,279.8658
2025-01-13 15:00:00,3.002,3.69,5.74,4.5,317.7,279,311,270.0
2025-01-13 16:00:00,3.092,3.34,5.69,4.14367,312.0,261,301,261.67435
2025-01-13 17:00:00,3.018,3.0,4.24,3.9849718,314.7,255,304,252.47443
2025-01-13 18:00:00,2.673,2.75,3.92,3.8626416,300.5,267,308,248.7495
2025-01-13 19:00:00,2.372,2.74,3.1,3.231099,291.3,252,291,248.1986
2025-01-13 20:00:00,1.189,2.49,1.99,2.0248456,54.11,218,288,249.77515
2025-01-13 21:00:00,0.615,2.35,1.0,1.2041595,135.8,192,307,228.36647
2025-01-13 22:00:00,0.019,2.6,0.71,1.0,152.4,180,225,180.0
2025-01-13 23:00:00,0.54,2.18,1.51,1.17047,59.54,171,172,160.01689
2025-01-14 00:00:00,0.329,1.95,1.81,1.4560219,110.0,183,186,164.0546
2025-01-14 01:00:00,0.563,2.13,1.7,1.7117243,79.44,189,180,173.29016
2025-01-14 02:00:00,1.932,2.35,1.71,1.7029387,163.5,179,173,176.63354
2025-01-14 03:00:00,1.202,2.02,1.61,1.5297059,162.9,160,173,168.69006
2025-01-14 04:00:00,1.682,1.37,1.46,1.2529964,155.2,147,164,151.38954
2025-01-14 05:00:00,0.691,0.99,1.22,0.781025,149.6,150,145,140.19443
2025-01-14 06:00:00,1.524,1.03,1.3,0.28284273,152.2,151,157,135.0
2025-01-14 07:00:00,1.595,1.23,1.04,0.36055514,168.4,148,197,33.690063
