Time,WS,v_europeo_ifs,v_gfs,v_meteoblue,WD,d_europeo_ifs,d_gfs,d_meteoblue
2025-02-15 13:00:00,4.001,2.15,2.47,4.472136,341.7,273,302,259.69516
2025-02-15 14:00:00,3.729,3.0,2.85,4.8052053,297.7,255,288,257.98853
2025-02-15 15:00:00,4.114,3.68,2.97,4.9335585,296.1,239,237,252.29958
2025-02-15 16:00:00,3.112,4.12,3.91,4.652956,283.7,230,212,241.78264
2025-02-15 17:00:00,3.091,4.51,5.63,4.6669044,314.5,220,192,225.0
2025-02-15 18:00:00,3.289,4.55,6.6,4.830114,282.5,210,194,207.09555
2025-02-15 19:00:00,2.342,4.41,6.93,5.0990195,183.3,200,207,191.30994
2025-02-15 20:00:00,1.864,4.49,5.95,4.8093657,163.8,194,205,183.57634
2025-02-15 21:00:00,1.384,3.77,4.87,4.501111,155.7,185,199,178.72697
2025-02-15 22:00:00,1.311,3.19,2.98,3.8,165.4,189,194,180.0
2025-02-15 23:00:00,1.64,2.96,2.81,3.5014284,176.2,176,184,178.36342
2025-02-16 00:00:00,1.329,2.55,2.5,3.1256998,145.9,169,180,172.64761
2025-02-16 01:00:00,1.122,2.06,2.42,2.5317976,158.7,194,173,170.90973
2025-02-16 02:00:00,1.353,2.26,2.51,2.3537204,151.2,186,175,167.73523
2025-02-16 03:00:00,1.202,2.45,2.53,2.2135942,146.3,182,171,161.56505
2025-02-16 04:00:00,0.932,2.31,2.31,2.0615528,134.1,174,175,165.96376
2025-02-16 05:00:00,0.811,2.11,2.42,1.8973665,141.1,173,173,161.56505
2025-02-16 06:00:00,1.075,1.72,2.4,1.7,139.7,172,180,151.9275
2025-02-16 07:00:00,1.114,1.47,2.12,1.5,135.4,162,172,143.1301
2025-02-16 08:00:00,0.0,1.47,1.82,0.8062258,0.0,162,171,172.87498
2025-02-16 09:00:00,1.5,0.32,1.32,1.4560219,327.8,162,171,254.0546
2025-02-16 10:00:00,3.09,0.5,0.81,2.209072,337.6,323,263,264.80557
2025-02-16 11:00:00,2.657,0.89,1.25,3.206244,328.6,322,299,266.42368
2025-02-16 12:00:00,2.74,1.56,1.58,3.945884,325.1,312,325,261.25385
2025-02-16 13:00:00,2.769,1.87,2.48,4.632494,324.6,290,317,256.26373
2025-02-16 14:00:00,2.872,2.45,4.24,4.7127485,311.3,271,313,252.7185
2025-02-16 15:00:00,2.989,3.0,4.96,4.5694637,296.0,259,304,246.8014
2025-02-16 16:00:00,3.913,3.72,3.89,4.4204073,321.8,241,299,232.35239
2025-02-16 17:00:00,2.281,4.03,2.09,4.382921,353.1,223,287,214.77783
2025-02-16 18:00:00,1.617,4.18,1.36,4.2544093,1.394,201,234,203.55226
2025-02-16 19:00:00,2.536,4.19,2.55,3.8600519,346.1,188,191,196.55707
2025-02-16 20:00:00,1.418,3.88,4.12,2.8635643,351.3,187,174,192.09476
2025-02-16 21:00:00,0.145,3.35,2.21,2.3,44.62,177,185,180.0
2025-02-16 22:00:00,0.007,3.16,1.92,2.0223749,123.0,175,189,171.46924
2025-02-16 23:00:00,0.029,2.16,2.01,1.9416487,54.45,173,174,168.11134
2025-02-17 00:00:00,0.112,1.81,2.11,1.9416487,112.7,166,175,168.11134
2025-02-17 01:00:00,0.111,1.79,2.14,1.8439089,108.9,157,169,167.47119
2025-02-17 02:00:00,0.0,1.57,1.82,1.746425,0.0,149,171,156.37062
2025-02-17 03:00:00,0.0,1.32,1.24,1.6278821,0.0,151,166,137.48955
2025-02-17 04:00:00,1.393,1.13,1.03,1.421267,140.5,135,151,129.2894
2025-02-17 05:00:00,1.112,1.13,0.72,1.3601471,118.2,131,146,126.027374
2025-02-17 06:00:00,0.841,1.0,1.0,1.0816654,129.7,127,127,123.69006
2025-02-17 07:00:00,0.292,0.6,1.04,0.7211103,121.5,132,107,123.69006
2025-02-17 08:00:00,0.641,0.47,1.21,0.781025,286.4,148,114,320.19443
2025-02-17 09:00:00,2.075,0.25,0.5,1.9416487,341.0,233,233,281.88867
2025-02-17 10:00:00,1.956,1.03,2.04,2.4,349.3,313,281,270.0
2025-02-17 11:00:00,2.793,1.46,2.28,3.0594118,330.8,292,285,258.69006
2025-02-17 12:00:00,2.056,1.7,2.45,3.420526,290.0,294,282,254.74487
2025-02-17 13:00:00,2.867,1.96,3.37,3.9812057,301.7,285,282,244.72229
2025-02-17 14:00:00,3.612,2.38,3.37,4.482187,337.0,278,282,231.3402
2025-02-17 15:00:00,4.645,3.08,3.41,5.060632,352.8,250,267,217.77568
2025-02-17 16:00:00,3.616,3.99,2.83,5.4120235,334.8,214,262,207.51201
2025-02-17 17:00:00,2.347,4.22,2.72,5.6302757,331.6,202,216,199.72227
2025-02-17 18:00:00,3.2,4.67,3.01,5.5785303,354.5,197,201,194.53445
2025-02-17 19:00:00,1.603,4.84,4.9,5.178803,355.7,194,180,190.00798
2025-02-17 20:00:00,1.762,4.44,4.51,3.765634,154.9,192,184,190.71312
2025-02-17 21:00:00,1.605,4.05,2.82,2.9,186.9,177,197,180.0
2025-02-17 22:00:00,2.302,2.43,2.21,2.236068,24.11,171,185,169.69516
2025-02-17 23:00:00,0.133,2.1,2.41,1.9697715,32.22,168,175,156.0375
2025-02-18 00:00:00,0.875,1.46,2.26,1.7888545,98.6,172,167,153.43495
2025-02-18 01:00:00,0.65,1.49,2.15,1.5264337,128.7,160,158,148.3925
2025-02-18 02:00:00,0.796,1.75,1.79,1.2727922,130.2,149,153,135.0
2025-02-18 03:00:00,0.0,1.68,0.91,0.98488575,0.0,153,174,113.96249
2025-02-18 04:00:00,0.814,1.39,1.22,0.6,121.9,142,145,89.99999
2025-02-18 05:00:00,0.624,1.17,0.85,0.5,140.4,137,135,36.86989
2025-02-18 06:00:00,0.985,0.85,0.2,0.8,127.6,140,180,360.0
2025-02-18 07:00:00,0.846,0.5,0.57,1.2,131.2,127,45,360.0
2025-02-18 08:00:00,0.293,0.1,0.8,1.360147,5.996,90,360,342.89728
2025-02-18 09:00:00,1.33,1.1,1.71,2.3600848,358.5,357,353,323.61566
2025-02-18 10:00:00,3.034,1.93,2.69,2.9410884,335.4,350,318,305.31122
2025-02-18 11:00:00,3.73,2.07,3.24,3.8013155,337.0,352,326,296.56506
2025-02-18 12:00:00,3.828,2.84,4.24,3.8013155,337.1,346,326,296.56506
2025-02-18 13:00:00,3.205,3.34,5.98,3.8948684,329.6,343,322,299.19748
2025-02-18 14:00:00,2.769,3.32,5.64,3.8013155,323.0,342,323,296.56506
2025-02-18 15:00:00,3.2,3.51,6.11,3.794733,331.1,332,320,288.43497
2025-02-18 16:00:00,2.451,3.54,5.06,3.710795,320.3,324,322,284.03625
2025-02-18 17:00:00,2.208,3.26,5.38,3.3241541,322.2,320,317,285.70865
2025-02-18 18:00:00,1.627,2.93,4.32,2.8231187,313.0,323,318,292.9321
2025-02-18 19:00:00,1.205,2.24,3.83,2.059126,295.0,321,319,299.0546
2025-02-18 20:00:00,0.475,1.43,2.78,1.431782,250.3,324,322,294.77515
2025-02-18 21:00:00,0.925,1.26,2.26,0.50990194,282.7,342,315,281.30994
2025-02-18 22:00:00,0.523,0.65,1.53,0.0,34.94,328,302,180.0
2025-02-18 23:00:00,1.266,0.63,0.32,0.0,350.2,331,288,180.0
2025-02-19 00:00:00,1.571,0.93,1.46,0.31622776,340.4,344,286,341.56506
2025-02-19 01:00:00,0.43,0.87,0.28,0.6708204,342.0,347,45,333.43497
2025-02-19 02:00:00,2.783,1.2,0.71,1.0049876,339.3,358,8,354.28943
2025-02-19 03:00:00,2.698,1.27,0.92,1.3,345.5,349,347,360.0
2025-02-19 04:00:00,1.519,1.68,1.12,1.6,355.6,350,350,360.0
2025-02-19 05:00:00,2.291,2.15,1.14,1.9,353.2,348,345,360.0
2025-02-19 06:00:00,0.835,2.67,1.36,2.2,352.2,354,343,360.0
2025-02-19 07:00:00,1.267,3.05,1.8,2.8071337,33.18,358,341,4.085617
2025-02-19 08:00:00,0.907,3.05,1.99,3.324154,13.54,359,342,6.9112244
2025-02-19 09:00:00,2.07,3.62,3.23,3.5693135,5.724,354,338,348.69006
2025-02-19 10:00:00,2.464,4.17,4.15,4.031129,357.1,354,345,336.6148
2025-02-19 11:00:00,2.872,4.7,4.79,4.5694637,346.7,359,337,336.8014
2025-02-19 12:00:00,2.989,4.91,6.21,4.830114,347.1,356,327,332.90445
2025-02-19 13:00:00,4.088,4.81,6.3,4.8548946,339.0,356,324,327.61932
2025-02-19 14:00:00,3.928,4.92,6.7,4.560702,332.4,355,322,322.12503
2025-02-19 15:00:00,2.776,4.7,7.0,4.3931766,340.8,348,323,318.6914
2025-02-19 16:00:00,2.529,4.35,6.8,3.748333,336.2,338,324,316.08093
2025-02-19 17:00:00,2.195,3.65,6.1,3.11127,341.6,327,325,315.0
2025-02-19 18:00:00,1.342,3.11,5.56,2.624881,303.3,327,322,319.63547
2025-02-19 19:00:00,0.518,2.57,5.17,1.9104972,290.8,327,317,317.1211
2025-02-19 20:00:00,0.222,1.52,4.11,1.1661904,351.8,314,319,300.96378
2025-02-19 21:00:00,0.44,1.35,2.66,0.8,80.5,268,326,270.0
2025-02-19 22:00:00,0.49,0.87,1.93,0.5,100.4,283,291,270.0
2025-02-19 23:00:00,0.816,0.27,0.64,0.31622776,122.6,292,321,341.56506
2025-02-20 00:00:00,0.954,0.1,0.41,0.0,132.4,180,256,180.0
2025-02-20 01:00:00,1.38,0.18,0.14,0.31622776,137.0,146,135,198.43495
2025-02-20 02:00:00,1.287,0.5,0.45,0.28284273,125.1,127,117,135.0
2025-02-20 03:00:00,1.173,0.53,0.72,0.36055514,136.0,139,146,56.30993
2025-02-20 04:00:00,1.559,0.67,0.82,0.28284273,140.5,153,166,44.999985
2025-02-20 05:00:00,1.318,0.87,0.71,0.22360681,127.2,156,135,63.43495
2025-02-20 06:00:00,1.268,0.98,0.42,0.31622776,132.3,165,225,71.56504
2025-02-20 07:00:00,1.4,1.1,0.5,0.4,133.2,180,180,89.99999
2025-02-20 08:00:00,1.559,1.2,0.63,0.50990194,148.1,178,198,101.30993
2025-02-20 09:00:00,1.238,0.87,0.41,0.5,284.2,204,284,270.0
2025-02-20 10:00:00,1.38,0.6,1.7,1.7262677,274.1,294,315,280.008
2025-02-20 11:00:00,2.565,1.51,2.55,2.9120438,306.9,326,312,285.9454
2025-02-20 12:00:00,2.751,2.42,3.76,3.640055,312.7,330,310,285.9454
2025-02-20 13:00:00,3.051,3.21,4.58,4.0521603,307.1,323,306,285.7512
2025-02-20 14:00:00,2.463,3.64,5.42,4.0261645,302.9,317,308,284.3814
2025-02-20 15:00:00,2.706,3.54,5.56,3.8078866,315.6,312,308,283.67133
2025-02-20 16:00:00,2.367,3.33,5.46,3.8327534,298.8,311,311,277.49585
2025-02-20 17:00:00,2.852,3.05,4.78,3.7054014,320.0,310,307,266.90594
2025-02-20 18:00:00,2.439,2.82,3.83,3.3734255,333.7,300,311,258.02386
2025-02-20 19:00:00,3.475,2.26,3.13,2.84605,327.0,288,297,251.56506
2025-02-20 20:00:00,0.416,1.75,2.38,2.1540658,77.15,267,285,248.1986
2025-02-20 21:00:00,0.417,1.57,1.82,1.4866068,139.1,217,261,222.27368
2025-02-20 22:00:00,0.607,1.5,1.3,1.3,139.3,176,184,180.0
2025-02-20 23:00:00,0.576,1.68,1.99,1.4866068,122.1,157,162,160.34618
2025-02-21 00:00:00,0.835,1.44,2.01,1.6155494,142.9,146,174,158.1986
2025-02-21 01:00:00,1.418,1.16,2.26,1.4560219,141.6,155,167,164.0546
2025-02-21 02:00:00,0.769,1.26,2.01,1.17047,149.4,162,174,160.01689
2025-02-21 03:00:00,1.073,1.37,1.92,0.86023253,140.2,156,171,144.46231
2025-02-21 04:00:00,1.735,1.34,1.6,0.6324555,142.3,153,176,108.434944
2025-02-21 05:00:00,0.596,1.32,1.66,0.6324555,117.2,155,147,71.56504
2025-02-21 06:00:00,0.343,1.32,1.1,0.5,157.0,151,180,53.130096
2025-02-21 07:00:00,0.0,1.18,1.17,0.53851646,0.0,144,160,68.19859
2025-02-21 08:00:00,0.0,1.03,1.12,0.89442724,0.0,129,153,26.565033
2025-02-21 09:00:00,1.674,0.96,0.58,1.1661904,331.2,62,149,300.96378
2025-02-21 10:00:00,2.819,0.66,1.89,2.3194828,333.7,351,302,277.4314
2025-02-21 11:00:00,2.468,1.35,1.98,3.0016663,303.7,356,315,271.90915
2025-02-21 12:00:00,2.642,1.97,3.11,3.5,313.3,333,312,270.0
2025-02-21 13:00:00,2.579,2.16,4.04,3.901282,312.4,314,318,268.5312
2025-02-21 14:00:00,2.902,2.26,5.09,4.318565,318.2,305,317,264.68546
2025-02-21 15:00:00,3.01,2.59,5.23,4.2755113,320.6,295,317,259.2157
2025-02-21 16:00:00,3.692,2.68,4.53,4.016217,341.1,284,315,251.11392
2025-02-21 17:00:00,2.761,2.25,3.75,3.6891732,340.8,270,314,237.17145
2025-02-21 18:00:00,2.614,1.77,1.53,3.3421547,341.6,241,302,218.92755
2025-02-21 19:00:00,2.234,1.72,1.08,2.8160257,345.6,216,214,196.50436
2025-02-21 20:00:00,0.71,1.71,1.48,2.109502,72.25,185,208,185.44034
2025-02-21 21:00:00,0.122,2.38,1.77,1.7,34.76,165,196,180.0
2025-02-21 22:00:00,0.144,2.12,2.01,1.8027756,86.5,165,186,176.82018
2025-02-21 23:00:00,0.0,1.8,1.8,1.8384776,0.0,177,180,157.61987
2025-02-22 00:00:00,0.267,1.67,1.7,1.746425,116.0,171,180,156.37062
2025-02-22 01:00:00,0.195,1.43,1.65,1.5231546,236.3,155,166,156.8014
2025-02-22 02:00:00,0.0,1.24,2.12,1.2529964,0.0,130,161,151.38954
2025-02-22 03:00:00,0.0,1.2,1.9,0.70710677,0.0,135,162,135.0
2025-02-22 04:00:00,0.373,0.88,1.55,0.6,121.5,133,165,89.99999
2025-02-22 05:00:00,0.302,0.67,1.48,1.1401755,110.6,132,152,52.125
2025-02-22 06:00:00,0.579,0.53,1.12,1.421267,136.7,131,153,39.2894
2025-02-22 07:00:00,0.097,0.78,1.22,1.0630146,164.6,130,145,41.18593
2025-02-22 08:00:00,1.151,1.03,0.45,0.2,342.2,133,153,270.0
2025-02-22 09:00:00,1.352,0.86,0.63,1.6,7.066,97,288,270.0
2025-02-22 10:00:00,3.383,0.94,0.61,2.5079873,336.9,328,261,274.5739
2025-02-22 11:00:00,3.249,1.65,1.26,3.0805843,329.5,325,288,283.13403
2025-02-22 12:00:00,2.721,2.26,2.09,3.5171013,326.5,325,287,284.82648
2025-02-22 13:00:00,3.23,2.65,2.91,3.667424,338.9,314,297,281.00354
2025-02-22 14:00:00,2.753,2.4,4.41,3.6055512,342.3,301,303,273.17984
2025-02-22 15:00:00,3.018,2.02,4.1,3.522783,326.6,293,313,263.4802
2025-02-22 16:00:00,2.781,1.97,3.33,3.2572994,335.1,277,319,252.1213
2025-02-22 17:00:00,4.114,2.28,2.82,2.9410884,347.3,247,297,234.68878
2025-02-22 18:00:00,3.95,2.93,2.04,2.8017852,352.4,217,259,214.8245
2025-02-22 19:00:00,3.388,3.21,2.36,3.0083218,0.809,198,234,201.44774
2025-02-22 20:00:00,0.949,2.89,2.06,2.4738634,40.49,190,241,194.03624
2025-02-22 21:00:00,0.381,2.51,1.42,1.8027756,123.3,175,231,176.82018
2025-02-22 22:00:00,0.952,1.61,1.43,1.3928387,41.55,210,192,158.9625
2025-02-22 23:00:00,0.59,1.49,1.3,1.1661904,90.5,160,180,149.03624
2025-02-23 00:00:00,0.249,1.14,0.61,1.3038405,83.3,119,171,147.52881
2025-02-23 01:00:00,0.49,0.8,0.5,1.3892444,119.3,86,127,149.74356
2025-02-23 02:00:00,1.597,0.76,0.41,1.3038405,144.3,113,104,147.52881
2025-02-23 03:00:00,0.684,0.81,0.1,0.781025,134.6,137,360,140.19443
2025-02-23 04:00:00,0.843,1.01,0.67,0.64031243,123.0,153,63,128.6598
2025-02-23 05:00:00,0.958,1.15,0.41,0.53851646,124.2,146,104,111.80141
2025-02-23 06:00:00,1.01,0.92,0.9,0.4,121.7,151,180,89.99999
2025-02-23 07:00:00,0.688,0.7,1.0,0.42426407,127.5,159,186,44.999985
2025-02-23 08:00:00,0.657,0.39,0.91,0.6,133.9,140,186,360.0
2025-02-23 09:00:00,1.124,0.27,0.86,1.4560219,311.9,22,216,285.9454
2025-02-23 10:00:00,2.037,0.76,0.94,2.7073975,313.1,337,238,265.7636
2025-02-23 11:00:00,3.052,1.27,1.3,3.1400635,342.7,296,247,260.83765
2025-02-23 12:00:00,3.771,1.88,2.28,3.1575305,347.5,295,247,259.04596
2025-02-23 13:00:00,3.904,2.46,3.51,3.4014704,344.4,294,265,268.3153
2025-02-23 14:00:00,3.806,2.56,3.7,3.6,346.8,287,270,270.0
2025-02-23 15:00:00,3.161,2.72,3.71,3.5,347.8,277,284,270.0
2025-02-23 16:00:00,3.365,2.84,3.2,3.324154,339.7,256,284,263.08878
2025-02-23 17:00:00,3.536,3.47,3.08,2.84605,346.7,224,283,251.56506
2025-02-23 18:00:00,2.559,4.3,2.69,2.385372,340.7,200,255,236.97614
2025-02-23 19:00:00,1.453,4.11,3.52,1.6278821,345.1,184,235,227.48956
2025-02-23 20:00:00,0.343,3.72,3.33,1.0,15.81,174,221,233.1301
2025-02-23 21:00:00,0.061,3.32,1.92,0.6324555,134.8,168,219,198.43495
2025-02-23 22:00:00,0.702,2.59,1.9,0.8062258,73.63,170,183,172.87498
2025-02-23 23:00:00,0.121,2.11,1.81,1.118034,95.1,176,186,169.69516
2025-02-24 00:00:00,0.039,1.86,1.9,1.5297059,61.37,153,177,168.69006
2025-02-24 01:00:00,0.54,1.2,1.96,1.5231546,82.5,135,165,156.8014
2025-02-24 02:00:00,0.576,0.83,1.51,1.4422206,83.7,147,172,146.30994
2025-02-24 03:00:00,0.096,0.82,1.72,1.3038405,100.4,128,144,147.52881
2025-02-24 04:00:00,0.54,0.96,1.42,1.3601471,57.41,118,141,143.97263
2025-02-24 05:00:00,0.55,0.92,1.2,1.2806249,7.725,119,138,141.34018
2025-02-24 06:00:00,0.218,0.79,1.08,1.0,98.0,125,158,143.1301
2025-02-24 07:00:00,0.477,0.85,1.14,0.70710677,124.0,159,165,135.0
2025-02-24 08:00:00,0.447,1.05,1.41,0.60827625,176.8,177,172,170.53767
2025-02-24 09:00:00,1.523,0.9,1.43,1.5,291.1,360,192,233.1301
2025-02-24 10:00:00,1.425,0.57,1.8,2.418677,300.6,322,199,240.25513
2025-02-24 11:00:00,2.262,0.85,3.35,3.1241,322.5,315,197,230.19443
2025-02-24 12:00:00,2.509,1.25,4.9,3.828838,318.1,299,197,229.23639
2025-02-24 13:00:00,2.855,1.75,6.31,4.527693,334.5,267,195,223.2101
2025-02-24 14:00:00,3.656,2.35,7.06,5.0,343.7,243,201,216.8699
2025-02-24 15:00:00,2.947,2.83,7.2,5.3,354.5,225,205,211.8908
2025-02-24 16:00:00,5.044,3.55,7.27,5.3712196,349.1,212,212,208.951
2025-02-24 17:00:00,3.612,4.28,7.08,5.189412,343.7,203,211,205.08359
2025-02-24 18:00:00,2.317,4.56,6.71,4.90408,344.4,195,205,200.28256
2025-02-24 19:00:00,0.659,4.27,7.02,3.9293766,30.48,190,206,194.74356
2025-02-24 20:00:00,2.049,3.96,5.99,2.6476402,230.6,184,206,190.88553
2025-02-24 21:00:00,0.353,3.8,2.69,2.1,13.59,171,202,180.0
2025-02-24 22:00:00,0.0,1.71,2.2,2.0223749,0.0,173,183,171.46924
2025-02-24 23:00:00,0.167,1.82,2.45,1.811077,99.4,172,168,173.6598
2025-02-25 00:00:00,0.0,1.77,2.31,1.7117243,0.0,172,162,173.29016
2025-02-25 01:00:00,0.411,1.55,1.96,1.6492423,64.46,159,165,165.96376
2025-02-25 02:00:00,0.491,1.38,1.65,1.5652475,81.6,161,166,153.43495
2025-02-25 03:00:00,0.387,1.05,1.26,1.2206556,72.09,155,162,145.00798
2025-02-25 04:00:00,0.651,0.94,1.17,0.92195445,115.8,122,149,130.60129
2025-02-25 05:00:00,0.814,0.96,1.04,0.6324555,125.0,99,107,108.434944
2025-02-25 06:00:00,0.295,0.6,0.54,0.31622776,167.6,95,68,71.56504
2025-02-25 07:00:00,0.561,0.16,0.45,0.60827625,158.1,108,333,9.462311
2025-02-25 08:00:00,1.413,0.11,0.92,1.0,5.17,117,311,323.13013
2025-02-25 09:00:00,0.38,0.16,1.21,1.7029386,320.3,72,336,310.23636
2025-02-25 10:00:00,1.133,0.9,2.36,2.385372,327.6,3,324,303.02386
2025-02-25 11:00:00,2.625,1.32,3.19,3.2280025,329.5,335,311,286.1892
2025-02-25 12:00:00,3.162,1.87,3.47,3.622154,341.3,326,311,276.34018
2025-02-25 13:00:00,2.019,2.23,4.55,4.00125,312.1,310,303,271.4321
2025-02-25 14:00:00,2.612,2.46,4.92,4.14367,321.2,299,297,261.67435
2025-02-25 15:00:00,2.63,2.78,4.62,4.016217,334.9,278,292,251.11392
2025-02-25 16:00:00,2.619,2.91,3.71,3.847077,324.7,246,284,242.10274
2025-02-25 17:00:00,2.475,3.16,2.67,3.405877,355.6,215,257,229.76364
2025-02-25 18:00:00,2.159,3.01,2.88,3.1064448,349.1,195,214,213.17851
2025-02-25 19:00:00,2.285,2.93,4.33,2.376973,344.3,188,187,202.24902
2025-02-25 20:00:00,0.371,2.7,3.01,1.8384776,15.77,183,186,202.38013
2025-02-25 21:00:00,0.495,3.1,1.99,1.7,38.55,182,198,180.0
2025-02-25 22:00:00,0.259,2.84,2.02,1.6492423,108.4,170,171,165.96376
2025-02-25 23:00:00,0.303,2.39,2.0,1.746425,48.27,164,177,166.75948
2025-02-26 00:00:00,0.924,1.96,2.15,1.868154,136.4,174,158,164.47589
2025-02-26 01:00:00,0.668,2.13,1.87,1.868154,127.9,141,164,164.47589
2025-02-26 02:00:00,0.559,1.6,1.8,1.8027756,108.5,148,161,160.55997
2025-02-26 03:00:00,1.354,1.3,1.57,1.5811387,165.3,180,153,145.30484
2025-02-26 04:00:00,0.698,1.3,0.92,1.3601471,167.4,157,139,126.027374
2025-02-26 05:00:00,0.953,1.21,1.03,1.2206556,124.1,142,119,124.99202
2025-02-26 06:00:00,0.712,0.74,0.22,0.9433981,120.3,152,117,122.00538
2025-02-26 07:00:00,1.129,0.6,0.32,0.6,122.9,132,342,89.99999
2025-02-26 08:00:00,0.0,0.22,0.71,0.14142136,0.0,153,45,44.999985
2025-02-26 09:00:00,0.761,0.29,1.12,1.5652475,342.8,31,350,296.56506
2025-02-26 10:00:00,2.429,0.92,2.19,2.6000001,327.4,13,313,292.61987
2025-02-26 11:00:00,3.535,1.33,3.2,3.5735137,330.1,347,309,287.92792
2025-02-26 12:00:00,3.715,1.99,4.0,3.9293766,335.3,332,307,284.74356
2025-02-26 13:00:00,2.892,2.48,4.42,4.110961,319.2,320,308,288.43494
2025-02-26 14:00:00,2.559,2.69,5.1,4.3011627,326.1,312,305,287.59244
2025-02-26 15:00:00,2.152,2.79,5.47,4.1,307.0,306,310,282.6804
2025-02-26 16:00:00,2.023,2.71,4.67,3.8470767,292.3,295,313,278.97263
2025-02-26 17:00:00,1.947,2.85,4.89,3.5128336,324.6,285,311,274.8991
2025-02-26 18:00:00,1.465,2.3,4.1,3.0016663,323.7,272,304,271.90915
2025-02-26 19:00:00,1.085,1.56,2.92,2.2203605,304.2,263,292,277.76517
2025-02-26 20:00:00,0.19,1.12,1.97,1.3341664,353.8,243,294,282.99463
2025-02-26 21:00:00,0.017,1.27,1.17,0.36055514,105.4,132,290,326.30994
2025-02-26 22:00:00,0.029,1.33,0.6,0.31622776,69.2,160,180,18.434952
2025-02-26 23:00:00,0.134,1.47,1.1,0.1,111.8,190,180,360.0
2025-02-27 00:00:00,0.232,1.08,1.1,0.22360681,129.0,146,185,206.56505
2025-02-27 01:00:00,0.064,0.52,1.14,0.56568545,69.94,163,195,225.0
2025-02-27 02:00:00,0.733,0.82,1.2,0.6324555,81.2,194,180,251.56506
2025-02-27 03:00:00,0.314,0.85,1.02,0.6708204,162.6,159,191,296.56506
2025-02-27 04:00:00,0.262,0.79,1.34,0.86023253,145.5,125,153,324.46234
2025-02-27 05:00:00,0.619,1.31,0.86,0.98488575,129.0,83,126,336.0375
2025-02-27 06:00:00,0.642,1.01,0.67,1.17047,133.9,63,63,340.0169
2025-02-27 07:00:00,0.762,1.01,1.17,1.3152945,357.1,63,340,351.25385
2025-02-27 08:00:00,2.143,0.99,1.46,1.6492423,1.969,45,344,345.96375
2025-02-27 09:00:00,2.721,1.55,1.46,1.8384776,352.6,2,344,337.61987
2025-02-27 10:00:00,2.559,1.82,2.33,2.1954498,345.4,352,329,329.93143
2025-02-27 11:00:00,2.174,2.16,3.14,2.842534,335.4,5,323,320.7106
2025-02-27 12:00:00,2.54,2.61,4.1,3.7013512,326.5,4,317,308.41806
2025-02-27 13:00:00,3.095,2.67,4.32,3.6715121,313.6,352,312,299.35776
2025-02-27 14:00:00,2.0,2.47,4.76,3.49285,299.9,342,309,293.6294
2025-02-27 15:00:00,2.474,2.57,4.89,3.544009,303.4,323,311,286.38956
2025-02-27 16:00:00,3.037,2.84,4.69,3.522783,311.1,298,310,276.5198
2025-02-27 17:00:00,3.155,3.39,4.86,3.4014704,335.1,278,307,268.3153
2025-02-27 18:00:00,1.903,3.57,3.94,3.3136082,339.6,255,300,264.80557
2025-02-27 19:00:00,2.044,2.93,2.28,2.7166157,340.2,237,293,263.65982
2025-02-27 20:00:00,0.741,2.15,1.02,1.7029387,32.33,208,259,266.63354
2025-02-27 21:00:00,0.088,1.61,0.28,0.8062258,13.3,164,315,262.875
2025-02-27 22:00:00,0.478,1.05,1.17,0.36055514,81.6,211,110,236.30994
2025-02-27 23:00:00,1.742,1.17,1.21,0.4,164.6,190,156,180.0
2025-02-28 00:00:00,0.0,1.18,1.32,0.22360681,0.0,168,171,153.43495
2025-02-28 01:00:00,1.329,1.15,1.48,0.0,145.4,175,208,180.0
2025-02-28 02:00:00,0.96,1.02,1.73,0.0,149.9,169,170,180.0
2025-02-28 03:00:00,0.27,0.86,2.01,0.0,79.22,173,153,180.0
2025-02-28 04:00:00,0.909,0.53,2.73,0.1,102.6,139,114,270.0
2025-02-28 05:00:00,0.773,0.97,1.52,0.3,144.4,111,113,360.0
2025-02-28 06:00:00,1.506,0.47,1.25,0.53851646,139.6,148,241,21.801407
2025-02-28 07:00:00,0.259,0.36,0.76,0.6708204,199.2,146,157,26.565033
2025-02-28 08:00:00,0.443,0.65,0.92,0.89442724,16.88,113,103,26.565033
2025-02-28 09:00:00,0.97,1.11,0.32,0.98994946,278.1,262,162,315.0
2025-02-28 10:00:00,1.553,0.07,1.1,2.3086793,314.9,45,265,274.96973
2025-02-28 11:00:00,2.42,0.7,1.71,3.1144822,315.9,291,291,264.47247
2025-02-28 12:00:00,2.551,1.35,3.22,3.7854989,311.8,318,306,257.79953
2025-02-28 13:00:00,3.267,2.13,3.91,4.2720017,300.7,309,310,253.68616
2025-02-28 14:00:00,3.485,2.4,4.58,4.7169905,348.4,287,306,248.87527
2025-02-28 15:00:00,2.998,3.1,4.75,5.1971145,296.3,255,300,239.98164
2025-02-28 16:00:00,2.793,3.86,4.71,5.390733,293.8,236,287,229.51399
2025-02-28 17:00:00,1.841,4.21,3.73,5.3413477,320.9,224,278,218.15723
2025-02-28 18:00:00,1.959,4.32,2.87,5.1429563,319.8,217,241,206.56505
2025-02-28 19:00:00,2.791,4.12,3.58,5.0447993,166.8,209,203,193.76079
2025-02-28 20:00:00,2.09,3.7,4.23,4.5177426,159.0,196,187,185.0796
2025-02-28 21:00:00,1.325,3.62,2.67,4.604346,166.1,186,193,182.48955
